tick,grazers,hunters,trees,grass_mean,shrub_mean,moisture_mean,fertility_mean,detritus_total,temperature,hunter_immigrants,grazer_starved,grazer_eaten,grazer_old_age,grazer_crowded,grazer_burnt,hunter_starved,hunter_eaten,hunter_old_age,hunter_crowded,hunter_burnt,patches_burning,total_burnt,grazer_energy_cost_mult_mean,grazer_energy_cost_mult_sd,grazer_flee_distance_mean,grazer_flee_distance_sd,grazer_repro_threshold_mean,grazer_repro_threshold_sd,hunter_energy_cost_mult_mean,hunter_energy_cost_mult_sd,hunter_flee_distance_mean,hunter_flee_distance_sd,hunter_repro_threshold_mean,hunter_repro_threshold_sd,rain_mm,runoff_mm,ponded_mm,soil_water_mm,drainage_mm,outflow_mm,soil_n,soil_p,soil_k,leached_n,outflow_p,waterlogged_frac,pipe_in_mm,pipe_out_edge_mm
374,652,22,174,0.6014,0.0487,222.8439,141.0767,73965.0391,18.7773,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9992,0.0234,3.9967,0.0917,70.0445,1.6368,1.0002,0.0140,3.9877,0.0403,74.6831,1.0023,0.0000,0.0000,2.3464,84.4963,0.0000,0.0000,0.9153,50.4988,37.5604,0.0125,0.1891,0.0000,0.0000,0.0000
375,658,22,174,0.6020,0.0487,225.3111,141.0767,74258.1406,18.7773,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9993,0.0234,3.9974,0.0923,70.0511,1.6478,1.0002,0.0140,3.9877,0.0403,74.6831,1.0023,1.4395,0.4604,2.4716,85.6125,0.0000,0.1941,0.9153,50.4988,37.5604,0.0125,0.0016,0.0000,0.0000,0.0000
376,660,22,174,0.6026,0.0487,225.3020,141.0767,74549.6172,18.7773,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9994,0.0234,3.9974,0.0924,70.0487,1.6459,1.0002,0.0140,3.9877,0.0403,74.6831,1.0023,0.0000,0.0000,2.4716,85.6084,0.0000,0.0000,0.9153,50.4988,37.5604,0.0125,0.0016,0.0000,0.0000,0.0000
377,663,22,174,0.6032,0.0487,225.2931,141.0767,74833.9297,18.7773,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9993,0.0235,3.9968,0.0927,70.0444,1.6454,1.0002,0.0140,3.9877,0.0403,74.6831,1.0023,0.0000,0.0000,2.4716,85.6046,0.0000,0.0000,0.9153,50.4988,37.5604,0.0125,0.0016,0.0000,0.0000,0.0000
378,663,22,174,0.6038,0.0488,225.2842,141.0767,75117.1484,18.7773,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9993,0.0235,3.9968,0.0927,70.0444,1.6454,1.0002,0.0140,3.9877,0.0403,74.6831,1.0023,0.0000,0.0000,2.4716,85.6006,0.0000,0.0000,0.9153,50.4988,37.5604,0.0125,0.0016,0.0000,0.0000,0.0000
379,667,22,174,0.6043,0.0488,225.2754,141.0767,75396.0781,18.7773,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9994,0.0236,3.9965,0.0928,70.0422,1.6522,1.0002,0.0140,3.9877,0.0403,74.6831,1.0023,0.0000,0.0000,2.4716,85.5968,0.0000,0.0000,0.9153,50.4988,37.5604,0.0125,0.0016,0.0000,0.0000,0.0000
380,669,22,174,0.6049,0.0488,223.4590,141.8655,75637.5156,18.7773,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9993,0.0238,3.9967,0.0929,70.0470,1.6521,1.0002,0.0140,3.9877,0.0403,74.6831,1.0023,0.0000,0.0000,2.1814,84.7311,0.3671,0.0000,0.9282,50.4976,37.5573,0.0021,0.0016,0.0000,0.0000,0.0000
381,669,22,174,0.6055,0.0488,223.4488,141.8655,75919.7344,18.7773,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9993,0.0238,3.9967,0.0929,70.0470,1.6521,1.0002,0.0140,3.9877,0.0403,74.6831,1.0023,0.0000,0.0000,2.1814,84.7273,0.0000,0.0000,0.9282,50.4976,37.5573,0.0021,0.0016,0.0000,0.0000,0.0000
382,671,22,174,0.6061,0.0489,223.4384,141.8655,76205.6016,18.7773,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9994,0.0239,3.9970,0.0935,70.0397,1.6552,1.0002,0.0140,3.9877,0.0403,74.6831,1.0023,0.0000,0.0000,2.1814,84.7235,0.0000,0.0000,0.9282,50.4976,37.5573,0.0021,0.0016,0.0000,0.0000,0.0000
383,673,22,174,0.6067,0.0489,225.0587,141.8655,76491.2344,18.7773,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9994,0.0239,3.9975,0.0938,70.0387,1.6528,1.0002,0.0140,3.9877,0.0403,74.6831,1.0023,0.8923,0.2754,2.3027,85.4168,0.0000,0.0738,0.9282,50.4976,37.5573,0.0021,0.0006,0.0000,0.0000,0.0000
384,677,22,174,0.6072,0.0489,225.0489,141.8655,76781.2031,18.7773,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9995,0.0238,3.9978,0.0939,70.0305,1.6619,1.0002,0.0140,3.9877,0.0403,74.6831,1.0023,0.0000,0.0000,2.3027,85.4130,0.0000,0.0000,0.9282,50.4976,37.5573,0.0021,0.0006,0.0000,0.0000,0.0000
385,677,22,174,0.6078,0.0490,228.1118,141.8655,77077.1641,18.7773,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9995,0.0238,3.9978,0.0939,70.0305,1.6619,1.0002,0.0140,3.9877,0.0403,74.6831,1.0023,2.0320,0.6800,2.3660,86.9783,0.0000,0.3994,0.9282,50.4976,37.5573,0.0021,0.0027,0.0000,0.0000,0.0000
386,677,22,174,0.6084,0.0490,228.1030,141.8655,77371.5156,18.7773,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9995,0.0238,3.9978,0.0939,70.0305,1.6619,1.0002,0.0140,3.9877,0.0403,74.6831,1.0023,0.0000,0.0000,2.3660,86.9744,0.0000,0.0000,0.9282,50.4976,37.5573,0.0021,0.0027,0.0000,0.0000,0.0000
387,679,22,174,0.6089,0.0490,228.0944,141.8655,77658.5625,18.7773,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9995,0.0239,3.9979,0.0943,70.0301,1.6629,1.0002,0.0140,3.9877,0.0403,74.6831,1.0023,0.0000,0.0000,2.3660,86.9706,0.0000,0.0000,0.9282,50.4976,37.5573,0.0021,0.0027,0.0000,0.0000,0.0000
388,681,22,174,0.6095,0.0490,228.0858,141.8655,77944.6094,18.7773,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9993,0.0239,3.9981,0.0942,70.0358,1.6640,1.0002,0.0140,3.9877,0.0403,74.6831,1.0023,0.0000,0.0000,2.3660,86.9668,0.0000,0.0000,0.9282,50.4976,37.5573,0.0021,0.0027,0.0000,0.0000,0.0000
389,683,22,174,0.6100,0.0490,228.0772,141.8655,78226.2578,18.7773,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9993,0.0239,3.9975,0.0948,70.0370,1.6617,1.0002,0.0140,3.9877,0.0403,74.6831,1.0023,0.0000,0.0000,2.3660,86.9631,0.0000,0.0000,0.9282,50.4976,37.5573,0.0021,0.0027,0.0000,0.0000,0.0000
390,685,22,174,0.6105,0.0491,226.2467,142.5584,78468.1172,18.7773,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9993,0.0239,3.9977,0.0949,70.0455,1.6674,1.0002,0.0140,3.9877,0.0403,74.6831,1.0023,0.0000,0.0000,2.1860,85.7939,0.5554,0.0000,0.9404,50.4949,37.5523,0.0034,0.0027,0.0000,0.0000,0.0000
391,687,22,174,0.6111,0.0491,226.2367,142.5584,78753.0469,18.7773,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9993,0.0240,3.9976,0.0948,70.0434,1.6666,1.0002,0.0140,3.9877,0.0403,74.6831,1.0023,0.0000,0.0000,2.1860,85.7902,0.0000,0.0000,0.9404,50.4949,37.5523,0.0034,0.0027,0.0000,0.0000,0.0000
392,687,22,174,0.6117,0.0491,226.2265,142.5584,79041.6562,18.7773,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9993,0.0240,3.9976,0.0948,70.0434,1.6666,1.0002,0.0140,3.9877,0.0403,74.6831,1.0023,0.0000,0.0000,2.1860,85.7864,0.0000,0.0000,0.9404,50.4949,37.5523,0.0034,0.0027,0.0000,0.0000,0.0000
393,692,22,174,0.6122,0.0492,226.2162,142.5584,79330.0234,18.7773,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9993,0.0242,3.9973,0.0955,70.0491,1.6745,1.0002,0.0140,3.9877,0.0403,74.6831,1.0023,0.0000,0.0000,2.1860,85.7826,0.0000,0.0000,0.9404,50.4949,37.5523,0.0034,0.0027,0.0000,0.0000,0.0000
394,693,22,174,0.6128,0.0492,226.2059,142.5584,79622.7656,18.7773,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9993,0.0242,3.9975,0.0956,70.0546,1.6795,1.0002,0.0140,3.9877,0.0403,74.6831,1.0023,0.0000,0.0000,2.1860,85.7788,0.0000,0.0000,0.9404,50.4949,37.5523,0.0034,0.0027,0.0000,0.0000,0.0000
395,693,22,174,0.6134,0.0492,226.1956,142.5584,79921.5156,18.7773,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9993,0.0242,3.9975,0.0956,70.0546,1.6795,1.0002,0.0140,3.9877,0.0403,74.6831,1.0023,0.0000,0.0000,2.1860,85.7750,0.0000,0.0000,0.9404,50.4949,37.5523,0.0034,0.0027,0.0000,0.0000,0.0000
396,699,22,174,0.6140,0.0492,226.1851,142.5584,80218.6484,18.7773,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9993,0.0243,3.9973,0.0962,70.0446,1.6892,1.0002,0.0140,3.9877,0.0403,74.6831,1.0023,0.0000,0.0000,2.1860,85.7711,0.0000,0.0000,0.9404,50.4949,37.5523,0.0034,0.0027,0.0000,0.0000,0.0000
397,699,22,174,0.6145,0.0492,226.1751,142.5584,80508.3672,18.7773,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9993,0.0243,3.9973,0.0962,70.0446,1.6892,1.0002,0.0140,3.9877,0.0403,74.6831,1.0023,0.0000,0.0000,2.1860,85.7674,0.0000,0.0000,0.9404,50.4949,37.5523,0.0034,0.0027,0.0000,0.0000,0.0000
398,703,22,174,0.6151,0.0493,226.1648,142.5584,80797.1016,18.7773,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9992,0.0244,3.9977,0.0961,70.0452,1.6914,1.0002,0.0140,3.9877,0.0403,74.6831,1.0023,0.0000,0.0000,2.1860,85.7636,0.0000,0.0000,0.9404,50.4949,37.5523,0.0034,0.0027,0.0000,0.0000,0.0000
399,707,22,174,0.6157,0.0493,226.1548,142.5584,81081.4219,18.7773,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9993,0.0244,3.9974,0.0959,70.0481,1.6906,1.0002,0.0140,3.9877,0.0403,74.6831,1.0023,0.0000,0.0000,2.1860,85.7599,0.0000,0.0000,0.9404,50.4949,37.5523,0.0034,0.0027,0.0000,0.0000,0.0000
400,708,22,194,0.6163,0.0493,224.3009,143.5088,81339.5938,20.7842,0,0,1,0,0,0,0,0,0,0,0,0,0,0.9993,0.0245,3.9975,0.0959,70.0486,1.6902,1.0002,0.0140,3.9877,0.0403,74.6831,1.0023,0.0000,0.0000,2.0047,85.0739,0.0729,0.0000,0.9555,50.4952,37.5514,0.0002,0.0027,0.0000,0.0000,0.0000
401,713,22,194,0.6168,0.0493,224.2911,143.5088,81627.1562,20.7842,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9993,0.0245,3.9983,0.0977,70.0448,1.7069,1.0002,0.0140,3.9877,0.0403,74.6831,1.0023,0.0000,0.0000,2.0047,85.0702,0.0000,0.0000,0.9555,50.4952,37.5514,0.0002,0.0027,0.0000,0.0000,0.0000
402,713,22,194,0.6174,0.0494,224.2812,143.5088,81918.4531,20.7842,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9993,0.0245,3.9983,0.0977,70.0448,1.7069,1.0002,0.0140,3.9877,0.0403,74.6831,1.0023,0.0000,0.0000,2.0047,85.0665,0.0000,0.0000,0.9555,50.4952,37.5514,0.0002,0.0027,0.0000,0.0000,0.0000
403,713,22,194,0.6179,0.0494,224.2711,143.5088,82224.5312,20.7842,0,0,1,0,0,0,0,0,0,0,0,0,0,0.9993,0.0245,3.9980,0.0980,70.0428,1.7077,1.0002,0.0140,3.9877,0.0403,74.6831,1.0023,0.0000,0.0000,2.0047,85.0628,0.0000,0.0000,0.9555,50.4952,37.5514,0.0002,0.0027,0.0000,0.0000,0.0000
404,715,22,194,0.6185,0.0494,224.2609,143.5088,82519.9766,20.7842,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9993,0.0244,3.9979,0.0980,70.0449,1.7068,1.0002,0.0140,3.9877,0.0403,74.6831,1.0023,0.0000,0.0000,2.0047,85.0591,0.0000,0.0000,0.9555,50.4952,37.5514,0.0002,0.0027,0.0000,0.0000,0.0000
405,715,22,194,0.6190,0.0495,224.2509,143.5088,82821.4375,20.7842,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9993,0.0244,3.9979,0.0980,70.0449,1.7068,1.0002,0.0140,3.9877,0.0403,74.6831,1.0023,0.0000,0.0000,2.0047,85.0554,0.0000,0.0000,0.9555,50.4952,37.5514,0.0002,0.0027,0.0000,0.0000,0.0000
406,717,22,194,0.6196,0.0495,224.2405,143.5088,83121.2812,20.7842,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9994,0.0245,3.9979,0.0979,70.0461,1.7115,1.0002,0.0140,3.9877,0.0403,74.6831,1.0023,0.0000,0.0000,2.0047,85.0516,0.0000,0.0000,0.9555,50.4952,37.5514,0.0002,0.0027,0.0000,0.0000,0.0000
407,723,22,194,0.6202,0.0495,224.2308,143.5088,83413.6562,20.7842,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9992,0.0245,3.9982,0.0983,70.0411,1.7131,1.0002,0.0140,3.9877,0.0403,74.6831,1.0023,0.0000,0.0000,2.0047,85.0479,0.0000,0.0000,0.9555,50.4952,37.5514,0.0002,0.0027,0.0000,0.0000,0.0000
408,723,22,194,0.6207,0.0495,224.2206,143.5088,83705.0781,20.7842,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9992,0.0245,3.9982,0.0983,70.0411,1.7131,1.0002,0.0140,3.9877,0.0403,74.6831,1.0023,0.0000,0.0000,2.0047,85.0442,0.0000,0.0000,0.9555,50.4952,37.5514,0.0002,0.0027,0.0000,0.0000,0.0000
409,723,22,194,0.6213,0.0495,224.2109,143.5088,83992.0234,20.7842,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9992,0.0245,3.9982,0.0983,70.0411,1.7131,1.0002,0.0140,3.9877,0.0403,74.6831,1.0023,0.0000,0.0000,2.0047,85.0406,0.0000,0.0000,0.9555,50.4952,37.5514,0.0002,0.0027,0.0000,0.0000,0.0000
410,725,22,194,0.6219,0.0496,222.2569,144.7683,84231.0781,20.7842,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9992,0.0245,3.9980,0.0983,70.0514,1.7230,1.0002,0.0140,3.9877,0.0403,74.6831,1.0023,0.0000,0.0000,1.8630,84.3197,0.0440,0.0000,0.9744,50.4959,37.5551,0.0001,0.0027,0.0000,0.0000,0.0000
411,725,22,194,0.6224,0.0496,222.2473,144.7683,84521.2266,20.7842,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9992,0.0245,3.9980,0.0983,70.0514,1.7230,1.0002,0.0140,3.9877,0.0403,74.6831,1.0023,0.0000,0.0000,1.8630,84.3162,0.0000,0.0000,0.9744,50.4959,37.5551,0.0001,0.0027,0.0000,0.0000,0.0000
412,727,22,194,0.6230,0.0496,222.2375,144.7683,84815.1562,20.7842,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9991,0.0246,3.9981,0.0983,70.0475,1.7243,1.0002,0.0140,3.9877,0.0403,74.6831,1.0023,0.0000,0.0000,1.8630,84.3125,0.0000,0.0000,0.9744,50.4959,37.5551,0.0001,0.0027,0.0000,0.0000,0.0000
413,732,22,194,0.6235,0.0497,222.2275,144.7683,85108.8594,20.7842,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9991,0.0246,3.9984,0.0982,70.0454,1.7219,1.0002,0.0140,3.9877,0.0403,74.6831,1.0023,0.0000,0.0000,1.8630,84.3089,0.0000,0.0000,0.9744,50.4959,37.5551,0.0001,0.0027,0.0000,0.0000,0.0000
414,732,22,194,0.6241,0.0497,222.2175,144.7683,85406.9609,20.7842,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9991,0.0246,3.9984,0.0982,70.0454,1.7219,1.0002,0.0140,3.9877,0.0403,74.6831,1.0023,0.0000,0.0000,1.8630,84.3052,0.0000,0.0000,0.9744,50.4959,37.5551,0.0001,0.0027,0.0000,0.0000,0.0000
415,732,22,194,0.6246,0.0497,222.2077,144.7683,85711.0781,20.7842,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9991,0.0246,3.9984,0.0982,70.0454,1.7219,1.0002,0.0140,3.9877,0.0403,74.6831,1.0023,0.0000,0.0000,1.8630,84.3016,0.0000,0.0000,0.9744,50.4959,37.5551,0.0001,0.0027,0.0000,0.0000,0.0000
416,734,22,194,0.6252,0.0497,222.1975,144.7683,86013.5938,20.7842,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9990,0.0247,3.9988,0.0984,70.0492,1.7225,1.0002,0.0140,3.9877,0.0403,74.6831,1.0023,0.0000,0.0000,1.8630,84.2979,0.0000,0.0000,0.9744,50.4959,37.5551,0.0001,0.0027,0.0000,0.0000,0.0000
417,736,22,194,0.6257,0.0498,222.1879,144.7683,86308.5625,20.7842,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9991,0.0246,3.9988,0.0987,70.0528,1.7238,1.0002,0.0140,3.9877,0.0403,74.6831,1.0023,0.0000,0.0000,1.8630,84.2943,0.0000,0.0000,0.9744,50.4959,37.5551,0.0001,0.0027,0.0000,0.0000,0.0000
418,740,22,194,0.6263,0.0498,222.1780,144.7683,86602.6172,20.7842,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9989,0.0247,3.9986,0.0986,70.0506,1.7224,1.0002,0.0140,3.9877,0.0403,74.6831,1.0023,0.0000,0.0000,1.8630,84.2906,0.0000,0.0000,0.9744,50.4959,37.5551,0.0001,0.0027,0.0000,0.0000,0.0000
419,742,22,194,0.6268,0.0498,222.1684,144.7683,86892.1406,20.7842,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9989,0.0247,3.9988,0.0986,70.0417,1.7307,1.0002,0.0140,3.9877,0.0403,74.6831,1.0023,0.0000,0.0000,1.8630,84.2871,0.0000,0.0000,0.9744,50.4959,37.5551,0.0001,0.0027,0.0000,0.0000,0.0000
420,747,22,194,0.6274,0.0498,220.1977,145.9885,87132.4531,20.7842,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9988,0.0248,3.9991,0.0988,70.0334,1.7286,1.0002,0.0140,3.9877,0.0403,74.6831,1.0023,0.0000,0.0000,1.7419,83.5607,0.0359,0.0000,0.9932,50.4967,37.5589,0.0001,0.0027,0.0000,0.0000,0.0000
421,750,22,194,0.6279,0.0499,220.1882,145.9885,87425.1328,20.7842,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9989,0.0249,3.9995,0.0989,70.0420,1.7401,1.0002,0.0140,3.9877,0.0403,74.6831,1.0023,0.0000,0.0000,1.7419,83.5572,0.0000,0.0000,0.9932,50.4967,37.5589,0.0001,0.0027,0.0000,0.0000,0.0000
422,754,22,194,0.6284,0.0499,220.1786,145.9885,87721.6484,20.7842,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9991,0.0251,3.9998,0.0988,70.0486,1.7454,1.0002,0.0140,3.9877,0.0403,74.6831,1.0023,0.0000,0.0000,1.7419,83.5536,0.0000,0.0000,0.9932,50.4967,37.5589,0.0001,0.0027,0.0000,0.0000,0.0000
423,758,22,194,0.6290,0.0499,220.1688,145.9885,88017.9062,20.7842,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9990,0.0252,4.0002,0.0998,70.0529,1.7497,1.0002,0.0140,3.9877,0.0403,74.6831,1.0023,0.0000,0.0000,1.7419,83.5500,0.0000,0.0000,0.9932,50.4967,37.5589,0.0001,0.0027,0.0000,0.0000,0.0000
424,758,22,194,0.6295,0.0500,220.1590,145.9885,88318.6172,20.7842,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9990,0.0252,4.0002,0.0998,70.0529,1.7497,1.0002,0.0140,3.9877,0.0403,74.6831,1.0023,0.0000,0.0000,1.7419,83.5464,0.0000,0.0000,0.9932,50.4967,37.5589,0.0001,0.0027,0.0000,0.0000,0.0000
425,757,22,194,0.6301,0.0500,220.1493,145.9885,88640.3516,20.7842,0,0,1,0,0,0,0,0,0,0,0,0,0,0.9990,0.0252,4.0002,0.0999,70.0529,1.7509,1.0002,0.0140,3.9877,0.0403,74.6831,1.0023,0.0000,0.0000,1.7419,83.5429,0.0000,0.0000,0.9932,50.4967,37.5589,0.0001,0.0027,0.0000,0.0000,0.0000
426,757,22,194,0.6306,0.0500,220.1393,145.9885,88945.4922,20.7842,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9990,0.0252,4.0002,0.0999,70.0529,1.7509,1.0002,0.0140,3.9877,0.0403,74.6831,1.0023,0.0000,0.0000,1.7419,83.5392,0.0000,0.0000,0.9932,50.4967,37.5589,0.0001,0.0027,0.0000,0.0000,0.0000
427,757,22,194,0.6311,0.0500,231.2670,145.9885,89243.0000,20.7842,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9990,0.0252,4.0002,0.0999,70.0529,1.7509,1.0002,0.0140,3.9877,0.0403,74.6831,1.0023,6.8485,2.3628,2.3484,88.5492,0.0000,1.2283,0.9932,50.4967,37.5589,0.0001,0.0116,0.0000,0.0002,0.0002
428,759,22,194,0.6316,0.0500,231.2590,145.9885,89539.6484,20.7842,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9991,0.0252,4.0002,0.1001,70.0481,1.7511,1.0002,0.0140,3.9877,0.0403,74.6831,1.0023,0.0000,0.0000,2.3484,88.5457,0.0000,0.0000,0.9932,50.4967,37.5589,0.0001,0.0116,0.0000,0.0000,0.0000
429,759,22,194,0.6321,0.0501,231.2511,145.9885,89831.6797,20.7842,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9991,0.0252,4.0002,0.1001,70.0481,1.7511,1.0002,0.0140,3.9877,0.0403,74.6831,1.0023,0.0000,0.0000,2.3484,88.5423,0.0000,0.0000,0.9932,50.4967,37.5589,0.0001,0.0116,0.0000,0.0000,0.0000
430,759,22,194,0.6326,0.0501,229.2746,146.6957,90070.0781,20.7842,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9991,0.0252,4.0002,0.1001,70.0481,1.7511,1.0002,0.0140,3.9877,0.0403,74.6831,1.0023,0.0000,0.0000,2.1095,86.9906,0.9336,0.0000,1.0056,50.4859,37.5531,0.0081,0.0116,0.0000,0.0000,0.0000
431,761,22,194,0.6332,0.0501,229.2654,146.6957,90365.2500,20.7842,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9992,0.0253,3.9998,0.1002,70.0575,1.7616,1.0002,0.0140,3.9877,0.0403,74.6831,1.0023,0.0000,0.0000,2.1095,86.9872,0.0000,0.0000,1.0056,50.4859,37.5531,0.0081,0.0116,0.0000,0.0000,0.0000
432,761,22,194,0.6337,0.0501,229.2559,146.6957,90664.2734,20.7842,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9992,0.0253,3.9998,0.1002,70.0575,1.7616,1.0002,0.0140,3.9877,0.0403,74.6831,1.0023,0.0000,0.0000,2.1095,86.9837,0.0000,0.0000,1.0056,50.4859,37.5531,0.0081,0.0116,0.0000,0.0000,0.0000
433,764,22,194,0.6342,0.0502,229.2464,146.6957,90963.0391,20.7842,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9992,0.0253,3.9998,0.1003,70.0564,1.7626,1.0002,0.0140,3.9877,0.0403,74.6831,1.0023,0.0000,0.0000,2.1095,86.9802,0.0000,0.0000,1.0056,50.4859,37.5531,0.0081,0.0116,0.0000,0.0000,0.0000
434,769,22,194,0.6347,0.0502,229.2368,146.6957,91266.3125,20.7842,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9992,0.0253,3.9993,0.1007,70.0455,1.7653,1.0002,0.0140,3.9877,0.0403,74.6831,1.0023,0.0000,0.0000,2.1095,86.9766,0.0000,0.0000,1.0056,50.4859,37.5531,0.0081,0.0116,0.0000,0.0000,0.0000
435,769,22,194,0.6353,0.0502,229.2273,146.6957,91575.6172,20.7842,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9992,0.0253,3.9993,0.1007,70.0455,1.7653,1.0002,0.0140,3.9877,0.0403,74.6831,1.0023,0.0000,0.0000,2.1095,86.9731,0.0000,0.0000,1.0056,50.4859,37.5531,0.0081,0.0116,0.0000,0.0000,0.0000
436,769,22,194,0.6358,0.0503,229.2175,146.6957,91883.3516,20.7842,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9992,0.0253,3.9993,0.1007,70.0455,1.7653,1.0002,0.0140,3.9877,0.0403,74.6831,1.0023,0.0000,0.0000,2.1095,86.9695,0.0000,0.0000,1.0056,50.4859,37.5531,0.0081,0.0116,0.0000,0.0000,0.0000
437,770,22,194,0.6363,0.0503,229.2083,146.6957,92183.3516,20.7842,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9992,0.0253,3.9992,0.1006,70.0382,1.7758,1.0002,0.0140,3.9877,0.0403,74.6831,1.0023,0.0000,0.0000,2.1095,86.9661,0.0000,0.0000,1.0056,50.4859,37.5531,0.0081,0.0116,0.0000,0.0000,0.0000
438,772,22,194,0.6368,0.0503,229.1987,146.6957,92482.4922,20.7842,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9993,0.0254,3.9996,0.1007,70.0370,1.7736,1.0002,0.0140,3.9877,0.0403,74.6831,1.0023,0.0000,0.0000,2.1095,86.9626,0.0000,0.0000,1.0056,50.4859,37.5531,0.0081,0.0116,0.0000,0.0000,0.0000
439,774,22,194,0.6374,0.0503,229.1895,146.6957,92776.9609,20.7842,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9994,0.0255,3.9990,0.1012,70.0365,1.7736,1.0002,0.0140,3.9877,0.0403,74.6831,1.0023,0.0000,0.0000,2.1095,86.9592,0.0000,0.0000,1.0056,50.4859,37.5531,0.0081,0.0116,0.0000,0.0000,0.0000
440,776,22,194,0.6379,0.0503,227.2170,147.9659,93016.3750,20.7842,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9994,0.0256,3.9994,0.1013,70.0334,1.7736,1.0002,0.0140,3.9877,0.0403,74.6831,1.0023,0.0000,0.0000,1.9350,86.2294,0.0611,0.0000,1.0259,50.4868,37.5576,0.0002,0.0116,0.0000,0.0000,0.0000
441,778,22,194,0.6384,0.0504,227.2079,147.9659,93313.9688,20.7842,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9994,0.0255,3.9994,0.1012,70.0320,1.7744,1.0002,0.0140,3.9877,0.0403,74.6831,1.0023,0.0000,0.0000,1.9350,86.2260,0.0000,0.0000,1.0259,50.4868,37.5576,0.0002,0.0116,0.0000,0.0000,0.0000
442,779,22,194,0.6389,0.0504,227.1986,147.9659,93615.4688,20.7842,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9994,0.0255,3.9996,0.1013,70.0363,1.7773,1.0002,0.0140,3.9877,0.0403,74.6831,1.0023,0.0000,0.0000,1.9350,86.2226,0.0000,0.0000,1.0259,50.4868,37.5576,0.0002,0.0116,0.0000,0.0000,0.0000
